calories,cook_time,course,cuisine,directions_steps,image,ingredients_list,nutrition_facts,prep_time,servings,subheading,title,total_time
401,50 minutes,"Dinner, Lunch",Nigerian,"Blend the red bell peppers, habanero or scotch bonnet peppers, bird eye chilis, and onion until smooth then set aside. If necessary, add a small amount of water but not too much to help with the blending.,Separately, blend the egusi seeds to a powder and transfer it to a bowl. Add some water and mix to form a smooth and thick paste.,Heat some palm oil in a pot or pan. Fry the tofu on both sides, then set aside.,Add the remaining palm oil to the same pot and allow this to heat, without overheating. Add the diced onion, and locust beans, then fry for 2-3 minutes, or until fragrant. Add the mushroom powder (optional) then combine.,Next, add the blended peppers, vegetable seasoning cube, and salt, pepper, and cook on medium heat for 10-15 minutes or until much of the liquid has reduced, stirring from time to time. The oil will come to the top once ready.,Add the mushrooms, tofu, and vegetable stock or water then combine. Cover and allow the soup to simmer for 5 minutes.,Gently pinch medium-sized chunks of the egusi paste and add this to the sauce, but do not stir. Reduce the heat to low, cover, and allow the sauce to cook for about 20 to 30 minutes with little or no stirring, or until the egusi forms a compact mass. Keep an eye on the sauce so it does not burn. Add more vegetable stock or water if necessary.,Once this time is up, add the spinach and use a wooden spoon to gently stir. Break the egusi lumps accordingly, depending on how chunky you like your soup. Cook covered for a further 5 minutes, check for salt, and add more if necessary.,Serve this vegan egusi soup with different types of swallow, such as fufu or pounded yam.",,"2 cups egusi seeds (melon seeds),⅓ cup water,⅓ cup palm oil  (to fry the tofu),250 g mushrooms - approximately ½ lb,250 g ready-made tofu or homemade awara   approximately ½ lb,⅓ cup palm oil to cook the egusi soup (use more or less, depending on your preference),½ onion diced,2 tablespoon locust beans (iru),1 tablespoon mushroom powder - optional (make your own by blending dried mushrooms),2 large red bell-peppers,1-2 scotch bonnet or habanero peppers (use more or less, if preferred),3-5 African bird eye chilis,1 medium-sized onion,vegetable seasoning cube,¾ teaspoon salt (to taste),¼ teaspoon black pepper (optional),1 cup vegetable stock (or water),500 g sliced fresh or frozen spinach - approximately 1 lb (or a mix of green vegetables such as ugwu and uziza leaf) - see notes.",,10 minutes,8,"Try this flavorful vegan egusi soup for a healthy twist on the traditional Nigerian dish. This stew which uses tofu and mushrooms is easy to make, nutritious, and low-carb!",Vegan Egusi Soup,
316,,"Dinner, Lunch, Main Course","East African, Kenyan","Use a kitchen towel to pat the chicken dry (see notes). Remove the backbone of the chicken, a process known as spatchcocking (see notes). Make small gushes on the surface of the chicken.,In a small bowl, make the marinade by combining grated lemon rind, lemon juice, brown sugar, margarine or butter, paprika powder, rosemary, minced garlic, salt, pepper, and chillis.,Coat the chicken on all sides with the marinade, transfer it to a bowl, cover it, and allow it to marinate in the fridge for at least 2 hrs, or overnight, for best results.,Heat your grill to medium-high heat. If using a charcoal grill, wait until the charcoal goes white (you will know it is ready if you can hold your hands 3 inches on top of the grilling surface for 2 seconds without having to pull away. Once the grill is hot enough, brush the grates with some cooking oil.,Place the chicken with the skin side up on the center of the grill, making sure the burner above the grill is turned off so that you are using indirect heat. If using a charcoal grill, you can either cover the hot coals with a bit of ash so it is not too hot or push the hot coals to one side and cook the chicken over the side where there are no coals.,Depending on the size of your chicken, and how high your heat is, grill the kuku choma for 60-90 minutes, rotating 4-6 times so it cooks evenly on both sides.,Alternatively, roast the chicken in the oven uncovered, at 425°F (218°C) for 40-50 minutes, making sure to flip sides so it cooks evenly.,Grill until an instant-read read thermometer inserted in the thickest part of the meat shows at least 165°F (74 degrees C). The juices will also run clear once it is cooked.,Remove the chicken from the grill or oven, cover it loosely with aluminum foil or a kitchen cloth, and allow it to rest for at least 10-15 minutes before carving (cutting) it.,Serve kuku choma with kachumbari, ugali, Sukuma wiki, pilau, and more!",,"1 whole chicken (about 2 kgs/ 4.4 lb),grated rind of one lemon,juice from one lemon,1 tablespoon brown sugar (or a keto brown sugar alternative),1-2 tablespoon margarine (butter or olive oil),2 tablespoon smoked or sweet paprika powder,1 tsp  dried rosemary (or your favourite herbs),4-6 cloves minced garlic,1½ teaspoon salt,½ teaspoon black pepper (or more, to taste),2-4 sliced African bird-eye chillis (optional)",,10 minutes,6,"This East-African kuku choma is juicy, perfectly seasoned, and great to serve with your ugali, kachumbari, sukuma wiki, and more!",Kuku Choma,10 minutes
,,,,,,,"[{'Calories:': '241'}, {'Carbohydrates:': '19'}, {'Protein:': '2'}, {'Fat:': '4'}, {'Saturated Fat:': '0.4'}, {'Polyunsaturated Fat:': '2'}, {'Monounsaturated Fat:': '2'}, {'Sodium:': '327'}, {'Potassium:': '95'}, {'Fiber:': '5'}, {'Sugar:': '12'}, {'Vitamin A:': '12'}, {'Vitamin C:': '0.1'}, {'Calcium:': '347'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '76'}, {'Carbohydrates:': '7'}, {'Protein:': '1'}, {'Fat:': '5'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '4'}, {'Sodium:': '383'}, {'Potassium:': '85'}, {'Fiber:': '1'}, {'Sugar:': '5'}, {'Vitamin A:': '113'}, {'Vitamin C:': '3'}, {'Calcium:': '14'}, {'Iron:': '0.4'}]",,,,,
,,,,,,,"[{'Calories:': '50'}, {'Carbohydrates:': '7'}, {'Protein:': '1'}, {'Fat:': '2'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '0.2'}, {'Monounsaturated Fat:': '1'}, {'Trans Fat:': '0.05'}, {'Cholesterol:': '5'}, {'Sodium:': '18'}, {'Potassium:': '10'}, {'Fiber:': '0.3'}, {'Sugar:': '3'}, {'Vitamin A:': '71'}, {'Vitamin C:': '0.02'}, {'Calcium:': '7'}, {'Iron:': '0.3'}]",,,,,
,,,,,,,"[{'Calories:': '32'}, {'Carbohydrates:': '6.2'}, {'Protein:': '1.2'}, {'Fat:': '0.1'}, {'Saturated Fat:': '0'}, {'Polyunsaturated Fat:': '0'}, {'Monounsaturated Fat:': '0'}, {'Cholesterol:': '0'}, {'Sodium:': '15.6'}, {'Potassium:': '10'}, {'Fiber:': '1.2'}, {'Sugar:': '2.4'}]",,,,,
,,,,,,,"[{'Calories:': '106'}, {'Carbohydrates:': '26'}, {'Protein:': '2'}, {'Fat:': '1'}, {'Saturated Fat:': '1'}, {'Sodium:': '5'}, {'Potassium:': '348'}, {'Fiber:': '3'}, {'Sugar:': '21'}, {'Vitamin A:': '2194'}, {'Vitamin C:': '105'}, {'Calcium:': '29'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '181'}, {'Protein:': '3'}, {'Fat:': '6'}, {'Sodium:': '1'}, {'Fiber:': '3'}]",,,,,
,,,,,,,"[{'Calories:': '188'}, {'Carbohydrates:': '16'}, {'Protein:': '0.2'}, {'Fat:': '0.1'}, {'Saturated Fat:': '0.01'}, {'Polyunsaturated Fat:': '0.02'}, {'Monounsaturated Fat:': '0.01'}, {'Sodium:': '13'}, {'Potassium:': '39'}, {'Fiber:': '1'}, {'Sugar:': '13'}, {'Vitamin A:': '17'}, {'Vitamin C:': '10'}, {'Calcium:': '19'}, {'Iron:': '0.3'}]",,,,,
,,,,,,,"[{'Calories:': '485'}, {'Carbohydrates:': '5'}, {'Protein:': '34'}, {'Fat:': '36'}, {'Saturated Fat:': '19'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '4'}, {'Trans Fat:': '1'}, {'Cholesterol:': '144'}, {'Sodium:': '237'}, {'Potassium:': '710'}, {'Fiber:': '1'}, {'Sugar:': '2'}, {'Vitamin A:': '914'}, {'Vitamin C:': '4'}, {'Calcium:': '101'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '11'}, {'Carbohydrates:': '2'}, {'Protein:': '0.4'}, {'Fat:': '0.2'}, {'Saturated Fat:': '0.04'}, {'Polyunsaturated Fat:': '0.1'}, {'Monounsaturated Fat:': '0.1'}, {'Sodium:': '342'}, {'Potassium:': '36'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin A:': '348'}, {'Vitamin C:': '0.3'}, {'Calcium:': '11'}, {'Iron:': '0.4'}]",,,,,
,,,,,,,"[{'Calories:': '35'}, {'Carbohydrates:': '1'}, {'Protein:': '0.3'}, {'Fat:': '3'}, {'Saturated Fat:': '0.3'}, {'Polyunsaturated Fat:': '0.2'}, {'Monounsaturated Fat:': '3'}, {'Sodium:': '308'}, {'Potassium:': '42'}, {'Fiber:': '0.4'}, {'Sugar:': '0.4'}, {'Vitamin A:': '329'}, {'Vitamin C:': '8'}, {'Calcium:': '8'}, {'Iron:': '0.3'}]",,,,,
,,,,,,,"[{'Calories:': '272'}, {'Carbohydrates:': '1'}, {'Protein:': '13'}, {'Fat:': '24'}, {'Saturated Fat:': '13'}, {'Polyunsaturated Fat:': '2'}, {'Monounsaturated Fat:': '7'}, {'Trans Fat:': '1'}, {'Cholesterol:': '301'}, {'Sodium:': '266'}, {'Potassium:': '122'}, {'Sugar:': '1'}, {'Vitamin A:': '941'}, {'Vitamin C:': '1'}, {'Calcium:': '184'}, {'Iron:': '1'}]",,,,,
241,2 minutes,Drinks,"Danish, European","Add the milk, hot chocolate powder, and sugar to a saucepan.,Allow this to heat under medium-low heat, whisking from time to time, until warm (,Pour equally into cups, top with the brandy (or rum), then stir. Garnish with whipped cream and cinnamon (optional), then serve. Alternatively, allow the Lumumba drink to cool, then serve it cold with some ice cubes.",,"2 cups milk (or your preferred choice of plant milk, such as almond milk),2 tablespoon hot chocolate powder,2 tablespoon sugar - optional (see notes),120 ml/ 4 oz brandy  (or brown rum- see notes),whipped cream - optional  (to garnish),1-2 tablespoon cinnamon or chocolate sprinkles - optional (to garnish)",,3 minutes,2,"This Lumumba drink is rich, indulgent, and delicious. It can be served warm or cold so feel free to warm yourself up with it during cold evenings, enjoy it chilled in summer.",Lumumba Drink,5 minutes
76,25 minutes,"Dinner, Lunch, Main Course, Side Dish",Italian,"Set your Ninja Foodi to the saute function, press the start button so it turns on. Add the olive oil, onion, and garlic, and allow the garlic to sizzle for 1 minute.,Add the red wine or grape juice and vegetable broth, then combine.,Top with the fresh tomatoes, tomato paste,  brown sugar (optional), bay leaves, salt, and pepper.,Close your Ninja Foodi, and set the valve to the sealing position. Pressure cook on high for 25 minutes.,Allow for the Ninja Foodi to sit for 10 minutes so it releases its pressure naturally, then set the valve on the vent position so the Ninja Food releases the remainder of its pressure.,Remove the bay leaf, stir then blend. You can also simply break the pieces with your wooden spoon if you prefer your tomato sauce chunky. Season with some Italian seasoning and top with fresh basil.,Serve or store accordingly for later.",,"12 ripe tomatoes cut into quarters,3-4 tablespoon olive oil,1 small onion diced,5-8 cloves  garlic,¼ cup Burgundy wine (alternatively, use water, broth, or juice - see notes),½ cup vegetable stock,1½ tablespoon brown sugar (optional),2 tablespoon tomato paste,1 teaspoon salt or more to taste,½ teaspoon ground black pepper to taste,3-4 bay leaves,1 teaspoon Italian seasoning,handful fresh basil (sliced)",,5 minutes,8,"Make this delectable Ninja Foodi tomato sauce made using fresh tomatoes! Serve it with your meatballs, spaghetti, casseroles, and so much more!",Ninja Foodi Tomato Sauce,40 minutes
50,11 minutes,"Dessert, Snack","European, German","Combine flour, sugar, and salt in a bowl. Add the egg yolk, vanilla extract, butter, and soft cheese. Use your hands to knead, until the dough is well soft and well combined.,Place the dough between two pieces of parchment paper and roll it into a rectangle, about 18cm in width x 30 cm for the longest side. This is approximately 7x11 inches.,Make the filling by mixing cinnamon and sugar in a small bowl. Brush the dough with melted butter and spread the cinnamon sugar on top.,Tightly roll the dough along the long side into a log. Wrap it in plastic wrap, and refrigerate for at least 3 hours.,Preheat the oven at 180°C (356°F). Remove the plastic wrap, and slice the dough into small pieces (each about ½ cm or ¼ inch thick).,Line a baking sheet with parchment paper. Place the cookies on the baking sheet. Leave enough space (about 2.5 cm or 1 inch) between them.,Bake for 10-11 minutes, remove from the oven, and allow to cool on the sheet for 5 minutes. Transfer them to a wire rack to cool further.,Serve or keep in airtight cookie jars for later.",,"200 g all-purpose flour (or 1⅔ cups) plus some more flour, for kneading,100 g sugar (or ½ cup),pinch of salt,an egg yolk (use a medium-sized egg),1 teaspoon vanilla extract,60 g room-temperature butter (¼ cup),60 g soft cheese (¼ cup),2 tablespoon sugar,2 tablespoon cinnamon,1 tablespoon melted butter",,30 minutes,40,"You will love every bite of these chewy, buttery, and delicious German cinnamon roll cookies (Zimtschnecken Kekse). ",Zimtschnecken Kekse - German Cinnamon Roll Cookies,41 minutes
32,0 minutes,"Appetizer, Salad","East African, Kenyan","Wash and dry the tomatoes using a clean kitchen towel. Peel and finely slice or dice the onion. Soak the sliced onion in warm water with a teaspoon of salt for at least 5 minutes, to reduce its pungency.,Slice or dice the tomatoes, cilantro (coriander), and bird-eye chili. Squeeze lemon juice and set aside.,Drain excess water and salt from the onions using a sieve. Combine onions with the other vegetables in a medium-sized bowl.,Gradually add lemon juice to taste, adjusting the amount to your preference. Adjust salt and let the salad rest for at least 25 minutes. Serve kachumbari with nyama choma, ugali, sukuma wiki, or your favorite dishes!",,"3 medium-sized fresh tomatoes,¾ bulb onion medium sized,1 tablespoon salt,1 bunch cilantro (coriander),½ lemon (or more, for a tangier taste),1½ cups warm water,1-2 bird-eye chili (optional)",,5 minutes,4,"Make the best Kenyan (East African) Kachumbari! This tomato and onion salad is refreshing, delicious, easy to make, and the perfect side dish for your nyama choma, ugali, pilau rice, and more!",Kachumbari - East African Salad,30 minutes
106,0 minutes,"Appetizer, Salad",North American,"Peel the mango using a knife or vegetable peeler and dice as much of the flesh as possible. Discard the seed and set the diced pieces aside, in a large bowl.,Next, dice the habanero, pineapple, red onion, cilantro, and bell pepper. Transfer the chopped fruit and vegetables to the bowl with diced mango pieces.,Stir in the cumin, salt and, lime juice then combine. For best results, allow the salsa to chill in the fridge for at least 30 minutes, before serving. Use your pineapple mango habanero salsa as a topping on Mexican salads, on tacos, burrito bowls, or simply enjoy it as it is.",,"2 mangoes,1-2 habanero peppers (start with one habanero, combine, taste, and only add the second one if you prefer your mango habanero salsa spicier).,1 small red onion,1 cup pineapple,1 red bell pepper,¼ cup cilantro,juice squeezed from one small lime,½ tsp  cumin optional,pinch of salt  or more to taste",,10 minutes,4,"Easy homemade chunky mango habanero salsa made with sweet fresh mangoes, pineapple, tangy lime, and spicy habaneros to serve as a condiment.",Mango Habanero Salsa,10 minutes
181,20 minutes,,American,"Place frozen potato wedges in the air fryer basket in one even layer, making sure not to stack or overcrowd the basket. Spray with a bit of cooking oil (optional). If using unseasoned frozen wedges, season with salt or your favorite potato seasoning. Cook in batches, if necessary. (See notes).,Place the basket inside the air fryer, set the time to 10 minutes, and air fry at 356°F (180°C). Shake the basket or flip the potato wedges every 5 minutes to redistribute the wedges and ensure an even cooking.,Air fry for a further 10 minutes, or until crispy outside and cooked through inside.,Once cooked, transfer the wedges to a plate and serve with your favorite dipping sauces, chicken wings, steak, salad or your favorite mains.",,"1 lb frozen seasoned potato wedges (453 grams) see notes,salt - optional (or any seasoning for French fries or potato wedges),1-2 tablespoon cooking oil or a non-aerosol cooking spray (optional)",,2 minutes,4,An air fryer is all you need to get the crispiest potato wedges cooked from frozen. These wedges make the perfect side dish or appetizer.,Ninja Air Fryer Frozen Potato Wedges,22 minutes
188,0 minutes,Drinks,African,"Add lime quarters with the peel facing down to a cocktail glass, and muddle well (see notes).,Add sugar and the vodka, then combine using a cocktail spoon.,Next, fill the glass with crushed ice. Using a spoon or a dawa stick if you own one, add a generous drizzle of honey, then stir to combine.,Garnish your Kenyan dawa drink with some lime wedges, and serve it chilled!",,"½ lime (cleaned, and cut into small wedges),2 bar spoons demerara sugar (alternatively, use turbinado, coconut, or brown sugar),2 oz (60ml) vodka,a drizzle of honey,1 cup crushed ice (use more or less, as preferred)",,5 minutes,1,"Enjoy a sip of the ultimate Kenyan drink dawa! This cocktail is perfectly refreshing, balanced, irresistibly smooth, and a must-try!",Dawa Drink,5 minutes
485,20 minutes,"Dinner, Lunch",Continental,"Clean the chicken breasts, pat dry with a clean kitchen cloth, and dice them into bite-sized chunks.,Season the chicken with salt and lemon pepper; set aside for 10 minutes. Meanwhile, finely mince or chop garlic and slice mushrooms as desired.,Heat olive oil in a medium-sized cast iron pan or skillet over medium heat. Add chicken breast and brown it for about 4 minutes on each side, avoiding stirring too early to achieve a golden color. Then, remove the chicken and set it aside on a plate.,Reduce the heat to low, add garlic to the pan, and fry until slightly browned and soft. Then, pour in the chicken stock, raise the heat to medium, and stir. Finally, add in the mushrooms.,To make the mascarpone sauce, mix in mascarpone cheese and simmer for 5 minutes. Return the chicken breast to the pan, reduce heat to low, adjust salt if necessary, cover, and simmer for 10 minutes. Optionally garnish with basil, thyme, or other herbs.,Serve with cauliflower mash, zoodles, or a side dish of your choice such as pasta, or mashed potatoes.",,"500 g chicken breast approx. 1 pound,1 tablespoon olive oil,250 g mascarpone cheese approx. ½ a pound,250 g mushrooms approx. ½ a pound,3 cloves of garlic,150 ml chicken stock (or about ½ a cup),1 teaspoon lemon pepper (optional),1 teaspoon fresh basil or dried thyme (optional),1 teaspoon salt - or more to taste",,10 minutes,4,Creamy one-pan savoury mascarpone chicken and mushroom recipe that takes under 30 minutes to make. Easy to prepare and absolutely delicious!,Mascarpone Chicken and Mushroom Recipe,30 minutes
11,,Spice,"African, Southern African","Gather all the ingredients on a plate, then use a spoon to combine.,Transfer the peri peri spice to an airtight spice container or jar, and store it in a cool,  and  dry place away from direct sunlight.",,"1½ tablespoon salt,1 teaspoon black pepper,1 teaspoon cayenne pepper,2 teaspoon African bird-eye chilli powder  (or red chili flakes),1 tablespoon ground coriander,1 teaspoon cumin,1 teaspoon nutmeg,2½ tablespoon smoked paprika powder,2 tablespoon onion powder,1 teaspoon tomato powder,2 tablespoon garlic powder,1 teaspoon mustard powder or ground ginger (optional),1 tablespoon dried oregano,1 tablespoon dried parsley,1 tablespoon brown sugar (optional)",,5 minutes,31,"Learn how to make peri peri spice just like Nandos!! Use this seasoning mix as a marinade, or dry rub to season your chips, meat, and so much more!",Peri Peri Spice,5 minutes
35,5 minutes,"Dinner, Dips, Dressings and Sauces, Lunch, Main Course","Mozambican, Portuguese","Add all the ingredients with the exception of the grated lemon rind and lemon juice to your food processor. Blend into a sauce.,Allow a small saucepan to heat under medium heat. Add the blended peri peri sauce and allow it to reduce.,Once done, remove the saucepan from the heat and set it aside to cool. Stir in the lemon juice and grated lemon zest. Use your peri peri sauce or keep it in sterilised jars or bottles in the fridge or freezer.",,"⅓ cup sunflower seed oil  or your preferred choice of vegetable oil,1  cup red wine vinegar,¼ cup African bird eye chilis (use between 2-5 chillis, if you prefer your peri peri sauce less spicy),3 roasted red or orange bell peppers,1 red onion,7 cloves garlic,1 teaspoon cayenne pepper,1 tablespoon smoked or sweet paprika (ground paprika),a handful of fresh rosemary (or 1½ tablespoon dried rosemary),½ cup fresh parsley,2½ teaspoon salt,2½ sugar (optional),grated zest and juice of one lemon",,5 minutes,24,Get restaurant-quality meals with this simple nando's style peri peri sauce recipe! Use it as a marinade or condiments for your chicken and more!,Homemade Nando's Peri Peri Sauce Recipe,10 minutes
272,10 minutes,"Appetizer, Breakfast, brunch, Lunch, Side Dish",American,"Coat a cake pan,Pour the egg mixture into the buttered pan and carefully place it in your air fryer basket or trivet. Air fry at 350°F (approximately 180°C) for 8 minutes. Once the cooking time is over, use a spatula to carefully stir the eggs, so that the raw egg comes on top. Close the lid and air fry for a further two minutes, then remove and transfer to a plate and serve (see notes below).",,"3 cold eggs,1 tablespoon cold butter,2 tablespoon heavy  cream (you can also use water, milk, stock, or creme fraiche in place of the heavy cream),⅓ cup  shredded cheddar cheese (use less if preferred),⅛ salt  (or more to taste),pinch  black pepper (or more to taste)",,2 minutes,2,"Make buttery, cheesy, fluffy delicious air fryer scrambled eggs using your Ninja Foodi!",Ninja Foodi Air Fryer Scrambled Eggs,12 minutes
,,,,,,,"[{'Calories:': '417'}, {'Carbohydrates:': '1.3'}, {'Protein:': '58.9'}, {'Fat:': '20.1'}, {'Saturated Fat:': '5.5'}, {'Cholesterol:': '200'}, {'Fiber:': '0.9'}, {'Sugar:': '0.1'}]",,,,,
,,,,,,,"[{'Calories:': '110'}, {'Carbohydrates:': '7'}, {'Protein:': '1'}, {'Fat:': '9'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '7'}, {'Sodium:': '401'}, {'Potassium:': '337'}, {'Fiber:': '2'}, {'Sugar:': '4'}, {'Vitamin A:': '1210'}, {'Vitamin C:': '19'}, {'Calcium:': '26'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '368'}, {'Carbohydrates:': '9'}, {'Protein:': '28'}, {'Fat:': '23'}, {'Saturated Fat:': '8'}, {'Polyunsaturated Fat:': '0'}, {'Monounsaturated Fat:': '0'}, {'Trans Fat:': '1'}, {'Cholesterol:': '105'}, {'Sodium:': '1457'}, {'Potassium:': '332'}, {'Fiber:': '4'}, {'Sugar:': '2'}, {'Vitamin A:': '191'}, {'Vitamin C:': '9'}, {'Calcium:': '76'}, {'Iron:': '2'}]",,,,,
,,,,,,,"[{'Calories:': '6'}, {'Carbohydrates:': '9'}, {'Protein:': '0.1'}, {'Fat:': '0.1'}, {'Saturated Fat:': '0.01'}, {'Polyunsaturated Fat:': '0.01'}, {'Monounsaturated Fat:': '0.04'}, {'Sodium:': '17'}, {'Potassium:': '26'}, {'Fiber:': '1'}, {'Sugar:': '0.2'}, {'Vitamin A:': '180'}, {'Vitamin C:': '0.3'}, {'Calcium:': '29'}, {'Iron:': '0.3'}]",,,,,
,,,,,,,"[{'Calories:': '25'}, {'Carbohydrates:': '1'}, {'Protein:': '1'}, {'Fat:': '2'}, {'Saturated Fat:': '1'}, {'Sodium:': '225'}, {'Potassium:': '13'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin C:': '1'}, {'Calcium:': '205'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '514'}, {'Carbohydrates:': '5'}, {'Protein:': '50'}, {'Fat:': '32'}, {'Saturated Fat:': '7'}, {'Polyunsaturated Fat:': '3'}, {'Monounsaturated Fat:': '20'}, {'Cholesterol:': '138'}, {'Sodium:': '1880'}, {'Potassium:': '862'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin A:': '86'}, {'Vitamin C:': '4'}, {'Calcium:': '88'}, {'Iron:': '5'}]",,,,,
,,,,,,,"[{'Calories:': '99'}, {'Carbohydrates:': '8'}, {'Protein:': '1'}, {'Fat:': '7'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '5'}, {'Sodium:': '150'}, {'Potassium:': '231'}, {'Fiber:': '2'}, {'Sugar:': '3'}, {'Vitamin A:': '441'}, {'Vitamin C:': '14'}, {'Calcium:': '24'}, {'Iron:': '1'}]",,,,,
,,,,,,,"[{'Calories:': '473'}, {'Carbohydrates:': '15'}, {'Protein:': '4'}, {'Fat:': '47'}, {'Saturated Fat:': '31'}, {'Cholesterol:': '1'}, {'Sodium:': '881'}, {'Potassium:': '403'}, {'Fiber:': '3'}, {'Sugar:': '5'}, {'Vitamin C:': '8'}, {'Calcium:': '26'}, {'Iron:': '3'}]",,,,,
417,35 minutes,"Dinner, Lunch","African, American","Using a paper towel or clean kitchen cloth, pat-dry the chicken legs. This step is important as it will help you achieve that nice and delicious crispy bite. You don't want to skip this step.,In a small cup, prepare the marinade by mixing together olive oil, salt, turmeric and curry powder.,Transfer the drumsticks to a Ziploc bag or a large bowl and pour over the mixture. Make sure to mix properly so every bit of the legs is covered with the marinade. Let sit for at least 30 minutes.,Preheat the oven to 425°F or 220°C and line a baking sheet with parchment paper. Spread the chicken legs on the baking sheet. They should be spaced out, otherwise, you may not attain the desired outer crispiness as the juices from the legs tend to run over.,Bake in the middle rack at 425°F or 220°C for 15 minutes, then carefully turn each leg and bake for another 20 minutes.,Using a tong, carefully remove one piece and place it on a plate. Use an instant-read meat thermometer to check whether it is done. It should read 165°F or 74°C. If not done bake for a further 5 minutes.,Remove from the oven, give the baked curry chicken drumsticks a resting time of about 5-10 minutes then serve.",,"7-8 chicken drumsticks or legs (about 7-8 legs),½ teaspoon turmeric,1 teaspoon salt,2 teaspoon curry powder,¼ cup olive oil",,35 minutes,3,"Get dinner on the table in just 30 minutes with this easy oven-baked curry chicken drumsticks recipe that you will totally love!! These chicken legs are crispy, perfectly flavored with curry, and are keto, paleo, and whole 30 compliant! ",Easy Baked Curry Chicken Drumsticks Recipe,10 minutes
110,,"Dips, Dressings and Sauces",Italian,"Start by peeling the tomatoes. To do this, boil some water in a pot then use a sharp knife to make X-shaped cuts at the top of each tomato. Next, place the fresh tomatoes into the pot for about 60 seconds.,Meanwhile, separately fill a large bowl with ice-cold water. Use kitchen tongs to carefully remove the tomatoes from the pot and slide them into the bowl with the ice-cold water. Peel and deseed the tomatoes (the skin should now easily come off).,Transfer the tomatoes to a chopping board, allow to slightly cool then chop into quarters. Next, place the peeled tomatoes in a large bowl and use your hands to crush them.,Set the saucepan to heat under medium heat. To the pan, add the olive oil and slivered garlic. Allow the garlic to sizzle for about a minute, then stir in the fresh tomatoes, onion, water, salt, red chili pepper flakes, oregano, and the sprig of basil, then stir.,Reduce the heat to a low, cover, and cook for a further 25-30 minutes, stirring from time so the marinara does not burn. I recommend covering as it helps the tomatoes to sweat, so they break down easily. Once cooked, remove the basil and onion and set them aside in a bowl.,Add more salt if needed, garnish with some thinly sliced basil leaves and serve.,Transfer the canned tomatoes to a bowl then crush them with your hands. This method yields a hearty marinara sauce. If you prefer a smoother consistency, use a hand blender.,Once the tomatoes are crushed, continue from step number 4 above in how to make the sauce using fresh tomatoes (i.e., sautéing the garlic, adding the tomatoes and seasonings, simmering until cooked, garnishing, and serving).",,"28 ounces tomatoes - about 794 grams (or canned, whole tomatoes),1 red or white onion (halved or quartered),¼ cup extra virgin olive oil (alternatively, you can use any low-carb or keto-compliant oil such as avocado oil),6 cloves garlic (slivered),1 large sprig basil leaves (plus a few leaves cut into thin ribbons, to garnish),1 teaspoon dried oregano,1 teaspoon red chili flakes,1 teaspoon salt,½ cup water",,10 minutes,6,"Flavors of basil, garlic, and tomatoes are simmered to robust perfection in this hearty, and easy marinara sauce!! This recipe, which can be made using canned or fresh tomatoes, is also keto, and paleo-friendly.",Hearty and Easy Marinara Sauce,10 minutes
